rank,trial_id,split,class,cluster,cluster_majority_class,cluster_mismatch,outlier_score,selected_frame_index,stability_score,pc1,pc2
476,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231831.csv,train,15ml,2,50ml,1,-0.414094,12,23.788124,-3.735170,-5.458000
477,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234637.csv,train,50ml,3,50ml,0,-0.416958,2,22.880787,-2.610756,3.410607
478,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230933.csv,train,100ml,3,50ml,1,-0.417913,18,22.966909,-3.204931,0.243419
479,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230935.csv,train,100ml,3,50ml,1,-0.421753,11,23.245953,-3.160640,0.244589
480,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231931.csv,train,15ml,2,50ml,1,-0.425455,18,23.023396,-4.885148,-7.732794
481,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231939.csv,train,15ml,2,50ml,1,-0.430894,6,22.291862,-5.033182,-7.913265
482,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231936.csv,test,15ml,2,50ml,1,-0.433330,4,23.172058,-5.021537,-7.873095
483,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231912.csv,val,15ml,2,50ml,1,-0.438493,3,24.505907,-4.592737,-7.643446
484,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230931.csv,train,100ml,3,50ml,1,-0.452589,15,22.639730,-3.257200,0.318034
485,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234931.csv,train,50ml,0,50ml,0,-0.453630,11,23.752239,0.958845,2.479133
486,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231858.csv,test,15ml,2,50ml,1,-0.458120,12,23.307930,-4.543540,-7.404698
487,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234655.csv,train,50ml,3,50ml,0,-0.464532,10,23.201046,-2.431926,3.906951
488,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234641.csv,test,50ml,3,50ml,0,-0.468298,9,23.228655,-2.564219,3.359026
489,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231932.csv,train,15ml,2,50ml,1,-0.470900,18,24.214176,-4.863383,-7.831357
490,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234924.csv,train,50ml,0,50ml,0,-0.470958,21,23.197634,1.014851,2.451976
491,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234934.csv,train,50ml,0,50ml,0,-0.473308,13,23.973980,1.017485,2.510251
492,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234702.csv,test,50ml,3,50ml,0,-0.474303,18,22.584639,-2.404118,4.075150
493,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234925.csv,train,50ml,0,50ml,0,-0.479996,15,22.696194,0.941952,2.496413
494,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234654.csv,test,50ml,3,50ml,0,-0.488531,6,23.282911,-2.364027,4.119339
495,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232503.csv,train,15ml,0,50ml,1,-0.491901,10,23.074305,-1.883945,7.176984
496,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230937.csv,train,100ml,3,50ml,1,-0.494167,11,22.948343,-3.214613,0.264404
497,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231906.csv,train,15ml,2,50ml,1,-0.503453,5,23.986105,-4.633552,-7.578712
498,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231851.csv,train,15ml,2,50ml,1,-0.503862,4,23.739916,-4.559954,-7.264424
499,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234928.csv,train,50ml,0,50ml,0,-0.509658,2,23.386452,0.936999,2.513875
500,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234905.csv,train,50ml,0,50ml,0,-0.511323,2,23.170160,-0.078712,2.077424
501,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231935.csv,train,15ml,2,50ml,1,-0.511533,19,23.296885,-4.909913,-7.811167
502,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231934.csv,train,15ml,2,50ml,1,-0.512700,1,23.335999,-4.969459,-7.820848
503,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230715.csv,train,100ml,0,50ml,1,-0.512979,21,22.546171,0.094018,6.105735
504,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230929.csv,train,100ml,3,50ml,1,-0.515515,14,22.866951,-3.128145,0.271817
505,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230717.csv,train,100ml,0,50ml,1,-0.516376,20,22.618706,0.124662,6.052725
506,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231941.csv,val,15ml,2,50ml,1,-0.537453,10,23.218206,-4.973240,-7.954515
507,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232507.csv,train,15ml,0,50ml,1,-0.544869,15,22.522120,-1.950690,7.320392
508,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232504.csv,train,15ml,0,50ml,1,-0.546365,15,22.105965,-1.855277,7.276732
509,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235439.csv,train,200ml,2,50ml,1,-0.548090,10,21.637348,-3.686231,-4.057585
510,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230930.csv,train,100ml,3,50ml,1,-0.553903,6,22.047346,-3.197375,0.339624
511,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234901.csv,train,50ml,0,50ml,0,-0.554356,5,24.446856,-0.099759,2.251311
512,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232506.csv,val,15ml,0,50ml,1,-0.564129,1,22.806639,-1.823060,7.233504
513,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231856.csv,train,15ml,2,50ml,1,-0.565631,7,23.991674,-4.535296,-7.433579
514,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232510.csv,train,15ml,0,50ml,1,-0.569158,2,23.400467,-1.955679,7.420145
515,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230723.csv,train,100ml,0,50ml,1,-0.570609,16,23.447392,0.136106,6.098179
516,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230927.csv,val,100ml,3,50ml,1,-0.580103,12,22.248859,-3.248632,0.373834
517,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232513.csv,train,15ml,0,50ml,1,-0.581735,16,21.590504,-1.791375,7.463567
518,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232501.csv,train,15ml,0,50ml,1,-0.585873,16,22.567112,-1.685338,6.984942
519,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230727.csv,train,100ml,0,50ml,1,-0.588799,20,24.037411,0.070915,6.077044
520,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232509.csv,train,15ml,0,50ml,1,-0.591080,5,23.103376,-1.766505,7.320300
521,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230725.csv,train,100ml,0,50ml,1,-0.595055,1,24.168072,0.169015,5.986649
522,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230719.csv,test,100ml,0,50ml,1,-0.595499,18,23.313587,0.074048,6.115051
523,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231926.csv,train,15ml,2,50ml,1,-0.598779,19,23.372089,-4.890843,-7.467017
524,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231923.csv,train,15ml,2,50ml,1,-0.598944,2,22.998487,-4.608907,-7.107359
525,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231915.csv,val,15ml,2,50ml,1,-0.605025,8,22.780533,-4.541182,-7.568281
526,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235303.csv,train,200ml,0,50ml,1,-0.605910,13,23.798548,-1.144805,9.021680
527,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230718.csv,train,100ml,0,50ml,1,-0.608203,15,23.628353,0.150762,6.156165
528,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231905.csv,test,15ml,2,50ml,1,-0.611969,18,23.805288,-4.498966,-7.531682
529,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235249.csv,train,200ml,0,50ml,1,-0.619039,5,23.414751,-1.152791,8.856062
530,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231854.csv,train,15ml,2,50ml,1,-0.620490,9,23.508778,-4.713292,-7.212522
531,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234907.csv,train,50ml,0,50ml,0,-0.624003,20,23.145262,-0.083784,2.273064
532,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231913.csv,train,15ml,2,50ml,1,-0.627679,7,23.139414,-4.593721,-7.612216
533,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231900.csv,train,15ml,2,50ml,1,-0.629635,12,22.301422,-4.573151,-7.575840
534,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231908.csv,train,15ml,2,50ml,1,-0.631184,10,22.880526,-4.493947,-7.529572
535,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231902.csv,train,15ml,2,50ml,1,-0.631663,9,23.796188,-4.489251,-7.512337
536,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235259.csv,train,200ml,0,50ml,1,-0.632028,9,22.614058,-1.194009,8.995433
537,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230716.csv,test,100ml,0,50ml,1,-0.633719,1,24.035667,0.231621,6.062478
538,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231901.csv,val,15ml,2,50ml,1,-0.637130,17,23.865021,-4.541224,-7.586390
539,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235432.csv,train,200ml,2,50ml,1,-0.637264,14,22.820436,-3.673110,-4.033834
540,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231910.csv,test,15ml,2,50ml,1,-0.647516,14,22.939054,-4.519988,-7.579885
541,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231927.csv,train,15ml,2,50ml,1,-0.650833,5,23.723389,-4.906904,-7.541632
542,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230851.csv,test,100ml,1,15ml,1,-0.654638,13,23.178576,-3.101623,-0.830598
543,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230847.csv,train,100ml,1,15ml,1,-0.655884,10,23.279448,-3.132938,-1.052225
544,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231904.csv,train,15ml,2,50ml,1,-0.658764,8,22.721191,-4.467502,-7.406514
545,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231909.csv,val,15ml,2,50ml,1,-0.672804,16,23.175922,-4.582347,-7.580029
546,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230519.csv,train,100ml,1,15ml,1,-0.673001,8,23.732317,-3.575299,-1.369006
547,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235435.csv,train,200ml,2,50ml,1,-0.674491,15,24.138062,-3.776330,-4.119895
548,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230915.csv,val,100ml,1,15ml,1,-0.675981,12,21.186996,-3.099534,-2.246952
549,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231855.csv,test,15ml,2,50ml,1,-0.676178,15,23.387049,-4.552927,-7.399529
550,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235308.csv,train,200ml,0,50ml,1,-0.688909,5,22.955486,-1.265898,9.072209
551,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231925.csv,train,15ml,2,50ml,1,-0.692683,20,23.383482,-4.790849,-7.506111
552,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234854.csv,train,50ml,0,50ml,0,-0.696844,4,23.379150,-0.234338,2.212237
553,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235433.csv,val,200ml,2,50ml,1,-0.697753,14,23.672428,-3.696347,-4.071830
554,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230721.csv,train,100ml,0,50ml,1,-0.703801,12,22.671400,0.161793,6.148827
555,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235300.csv,train,200ml,0,50ml,1,-0.704778,2,23.800407,-1.201573,9.071470
556,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235252.csv,train,200ml,0,50ml,1,-0.706100,0,23.705513,-1.233568,9.091654
557,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231929.csv,val,15ml,2,50ml,1,-0.707273,2,24.048595,-4.923089,-7.587638
558,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235425.csv,train,200ml,2,50ml,1,-0.709232,15,23.233164,-3.763894,-4.089523
559,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235438.csv,train,200ml,2,50ml,1,-0.709748,1,23.028254,-3.727559,-4.153052
560,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230523.csv,train,100ml,1,15ml,1,-0.716958,8,23.195738,-3.410613,-1.265336
561,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230722.csv,val,100ml,0,50ml,1,-0.722503,6,23.657965,0.117915,6.161961
562,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230844.csv,val,100ml,1,15ml,1,-0.726187,19,22.564898,-3.265944,-0.935232
563,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230848.csv,test,100ml,1,15ml,1,-0.733596,3,23.098618,-3.142942,-1.107817
564,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230724.csv,test,100ml,0,50ml,1,-0.733597,0,22.762022,0.058067,6.092288
565,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230728.csv,train,100ml,0,50ml,1,-0.743674,8,23.211899,0.094814,6.077453
566,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235429.csv,train,200ml,2,50ml,1,-0.748524,10,23.740437,-3.660777,-4.085911
567,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235247.csv,train,200ml,0,50ml,1,-0.759372,11,23.081823,-1.173673,8.848948
568,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230850.csv,train,100ml,1,15ml,1,-0.759713,22,22.589886,-3.136731,-0.833028
569,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234358.csv,test,50ml,2,50ml,0,-0.760763,1,23.912634,-2.256871,-1.235657
570,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235256.csv,train,200ml,0,50ml,1,-0.769043,13,22.578152,-1.274346,9.077070
571,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230521.csv,train,100ml,1,15ml,1,-0.776733,13,23.024937,-3.521937,-1.356698
572,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235436.csv,train,200ml,2,50ml,1,-0.777745,20,24.247364,-3.704288,-4.082811
573,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235423.csv,test,200ml,2,50ml,1,-0.778086,15,22.998850,-3.731431,-4.114154
574,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235302.csv,train,200ml,0,50ml,1,-0.778564,9,23.598684,-1.233675,9.030789
575,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235257.csv,train,200ml,0,50ml,1,-0.778646,13,23.259235,-1.189902,8.959259
576,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234852.csv,val,50ml,0,50ml,0,-0.781861,23,23.518154,-0.350881,2.123378
577,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235251.csv,train,200ml,0,50ml,1,-0.782232,20,23.469490,-1.162039,8.984058
578,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235421.csv,train,200ml,2,50ml,1,-0.790624,10,23.657595,-3.724914,-4.116127
579,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234847.csv,train,50ml,0,50ml,0,-0.792088,5,21.557661,-0.533717,2.000158
580,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234842.csv,train,50ml,0,50ml,0,-0.794161,20,22.073790,-0.594932,1.994620
581,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234922.csv,train,50ml,0,50ml,0,-0.797960,15,23.515419,1.040685,2.453485
582,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235305.csv,val,200ml,0,50ml,1,-0.799353,3,23.231279,-1.098038,9.015671
583,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235427.csv,train,200ml,2,50ml,1,-0.803441,19,23.477705,-3.675920,-4.122333
584,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230522.csv,val,100ml,1,15ml,1,-0.814797,19,22.950403,-3.484178,-1.387687
585,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235253.csv,train,200ml,0,50ml,1,-0.817476,11,20.993151,-1.261914,8.982358
586,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234850.csv,train,50ml,0,50ml,0,-0.820201,11,23.491270,-0.550596,2.091899
587,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234849.csv,train,50ml,0,50ml,0,-0.848183,21,23.681824,-0.579315,2.010422
588,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235417.csv,val,200ml,2,50ml,1,-0.851856,22,22.491102,-3.667484,-3.940447
589,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235430.csv,train,200ml,2,50ml,1,-0.855742,14,23.880409,-3.651101,-4.147467
590,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230853.csv,train,100ml,1,15ml,1,-0.856102,19,22.997185,-3.146659,-0.986858
591,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234845.csv,train,50ml,0,50ml,0,-0.877086,14,23.434458,-0.561611,2.011889
592,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230845.csv,train,100ml,1,15ml,1,-0.884606,21,24.043152,-3.168462,-0.965885
593,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235255.csv,test,200ml,0,50ml,1,-0.885607,5,22.574259,-1.266848,9.068199
